State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Uttar Pradesh",Maharajganj,Nautnava,Tomato,Hybrid,FAQ,16/09/2025,1800,2060,1900
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,"Green Chilli","Green Chilly",FAQ,16/09/2025,2800,3100,2900
"Uttar Pradesh",Shamli,Kairana,Brinjal,Round/Long,FAQ,16/09/2025,1100,1200,1150
"Uttar Pradesh",Shamli,Kairana,Cabbage,Cabbage,FAQ,16/09/2025,1400,1500,1450
"Uttar Pradesh",Shamli,Kairana,Garlic,Garlic,FAQ,16/09/2025,5400,5500,5450
"Uttar Pradesh",Shamli,Kairana,Lemon,Lemon,FAQ,16/09/2025,5100,5200,5150
"Uttar Pradesh",Shamli,Kairana,Pumpkin,Pumpkin,FAQ,16/09/2025,900,1000,950
"Uttar Pradesh",Shamli,Kairana,Tomato,Hybrid,FAQ,16/09/2025,1700,1800,1750
"West Bengal",Medinipur(W),Ghatal,Carrot,Carrot,FAQ,16/09/2025,4400,4600,4500
"West Bengal",Medinipur(W),Ghatal,Cucumbar(Kheera),Cucumbar,FAQ,16/09/2025,2400,2600,2500
"West Bengal",Medinipur(W),Ghatal,Jute,TD-5,FAQ,16/09/2025,7700,7900,7800
"West Bengal",Medinipur(W),Ghatal,Mustard,"Yellow (Black)",FAQ,16/09/2025,6400,6500,6450
"West Bengal",Medinipur(W),Ghatal,Paddy(Dhan)(Common),Common,FAQ,16/09/2025,2300,2350,2320
"West Bengal",Medinipur(W),Ghatal,Tomato,Local,FAQ,16/09/2025,4600,4800,4700
Gujarat,Amreli,Damnagar,"Bhindi(Ladies Finger)",Bhindi,FAQ,16/09/2025,650,1550,1200
Gujarat,Amreli,Damnagar,Brinjal,Other,FAQ,16/09/2025,2500,3550,3050
Gujarat,Amreli,Damnagar,Coriander(Leaves),Coriander,FAQ,16/09/2025,2200,3050,2850
Gujarat,Amreli,Damnagar,Ginger(Green),"Green Ginger",FAQ,16/09/2025,3050,4050,3500
Gujarat,Amreli,Damnagar,"Green Chilli","Green Chilly",FAQ,16/09/2025,1850,3050,2300
Gujarat,Amreli,Damnagar,Guar,Gwar,FAQ,16/09/2025,5800,6500,6350
Haryana,Bhiwani,Bhiwani,Banana,Medium,Large,16/09/2025,5740,6102,5890
Haryana,Bhiwani,Bhiwani,Guava,Guava,Large,16/09/2025,2102,2890,2410
Haryana,Bhiwani,Bhiwani,Potato,Potato,FAQ,16/09/2025,1240,1580,1356
Haryana,Gurgaon,Gurgaon,Apple,Other,Large,16/09/2025,5000,10000,7500
Haryana,Gurgaon,Gurgaon,Carrot,Other,FAQ,16/09/2025,1000,2000,1500
Haryana,Gurgaon,Gurgaon,Onion,Other,FAQ,16/09/2025,1000,1500,1250
Haryana,Gurgaon,Gurgaon,Tomato,Other,FAQ,16/09/2025,1000,2000,1500
Haryana,Rewari,Kosli,"Bottle gourd","Bottle Gourd",FAQ,16/09/2025,1000,1500,1200
Haryana,Rewari,Kosli,Onion,Other,FAQ,16/09/2025,1500,1500,1500
Haryana,Rewari,Kosli,Tomato,Other,FAQ,16/09/2025,3000,3000,3000
Kerala,Alappuzha,Harippad,Capsicum,Other,FAQ,16/09/2025,8000,8700,8000
Kerala,Alappuzha,Harippad,Colacasia,Other,FAQ,16/09/2025,8000,8700,8000
Kerala,Alappuzha,Mannar,Amphophalus,Other,FAQ,16/09/2025,5000,5200,5100
Kerala,Kasargod,Manjeswaram,Ashgourd,Ashgourd,FAQ,16/09/2025,3000,4000,3500
Kerala,Kasargod,Manjeswaram,Carrot,Carrot,FAQ,16/09/2025,5000,7000,6000
Kerala,Kasargod,Manjeswaram,Copra,Copra,FAQ,16/09/2025,19000,20000,19500
Kerala,Kasargod,Manjeswaram,Cowpea(Veg),"Cowpea (Veg)",FAQ,16/09/2025,5000,7000,6000
Kerala,Kasargod,Manjeswaram,Drumstick,Drumstick,FAQ,16/09/2025,6000,8000,7000
Kerala,Kasargod,Manjeswaram,"Sweet Potato","Sweet Potato",FAQ,16/09/2025,5000,6000,5500
Kerala,Kollam,"Anchal VFPCK",Ashgourd,Ashgourd,FAQ,16/09/2025,3000,3800,3500
Kerala,Kollam,"Anchal VFPCK",Cowpea(Veg),"Cowpea (Veg)",FAQ,16/09/2025,5000,6000,5500
Kerala,Kollam,"KULATHOOPUZHA VFPCK",Banana,"Nendra Bale",Large,16/09/2025,6000,6500,6200
Kerala,Kollam,"KULATHOOPUZHA VFPCK","Bitter gourd","Bitter Gourd",FAQ,16/09/2025,6000,6500,6300
Kerala,Kollam,"Valakom  VFPCK",Amphophalus,Amphophalus,FAQ,16/09/2025,4500,5000,4800
Kerala,Kottayam,Pampady,Ashgourd,Other,FAQ,16/09/2025,2500,4000,3500
Kerala,Kottayam,Pampady,Banana,Medium,Medium,16/09/2025,6500,7500,7000
Kerala,Kottayam,Pampady,"Elephant Yam (Suran)",Other,FAQ,16/09/2025,4500,6000,5500
Kerala,Kottayam,Pampady,Ginger(Green),"Green Ginger",FAQ,16/09/2025,12500,15000,14500
Kerala,Kottayam,Pampady,"Green Chilli","Green Chilly",FAQ,16/09/2025,7500,9000,8500
Kerala,Kottayam,Pampady,"Little gourd (Kundru)",Other,FAQ,16/09/2025,4000,5500,5000
Kerala,Kottayam,Pampady,Pumpkin,Pumpkin,FAQ,16/09/2025,2500,4500,3500
Kerala,Kozhikode(Calicut),Mukkom,Amphophalus,Amphophalus,FAQ,16/09/2025,6500,7000,6700
Kerala,Kozhikode(Calicut),Mukkom,Beetroot,Beetroot,FAQ,16/09/2025,3200,3500,3400
Kerala,Kozhikode(Calicut),Mukkom,Grapes,Other,Large,16/09/2025,8000,9000,8500
Kerala,Kozhikode(Calicut),Mukkom,Tomato,Tomato,FAQ,16/09/2025,2300,2500,2400
Kerala,Malappuram,Kottakkal,"Amla(Nelli Kai)",Other,FAQ,16/09/2025,4300,4500,4400
Kerala,Malappuram,Kottakkal,"Bhindi(Ladies Finger)",Other,FAQ,16/09/2025,2300,2500,2400
Kerala,Malappuram,Kottakkal,Carrot,Other,FAQ,16/09/2025,6200,6400,6300
Kerala,Malappuram,Kottakkal,Cowpea(Veg),Other,FAQ,16/09/2025,1800,2000,1900
Kerala,Malappuram,Kottakkal,Grapes,Black,Large,16/09/2025,4800,5000,4900
Kerala,Malappuram,Kottakkal,Raddish,Other,FAQ,16/09/2025,2300,2500,2400
Kerala,Palakad,Koduvayoor,Banana,Poovan,Medium,16/09/2025,3500,3900,3700
Kerala,Palakad,Koduvayoor,"Bitter gourd",Other,FAQ,16/09/2025,3300,3700,3500
Kerala,Palakad,Koduvayoor,"Bottle gourd",Other,FAQ,16/09/2025,2600,3000,2800
Kerala,Palakad,Koduvayoor,Cabbage,Other,FAQ,16/09/2025,1600,2000,1800
Kerala,Palakad,Koduvayoor,"Cluster beans",Other,FAQ,16/09/2025,2600,3000,2800
Kerala,Palakad,Koduvayoor,"French Beans (Frasbean)",Other,FAQ,16/09/2025,2800,3200,3000
Kerala,Palakad,Koduvayoor,"Little gourd (Kundru)",Other,FAQ,16/09/2025,4600,5000,4800
Kerala,Palakad,Koduvayoor,Mango,Other,Medium,16/09/2025,7200,7600,7400
Kerala,Palakad,Koduvayoor,Onion,Small,FAQ,16/09/2025,4400,4800,4600
Kerala,Palakad,Koduvayoor,Raddish,Other,FAQ,16/09/2025,1800,2600,2200
Kerala,Palakad,Koduvayoor,Tomato,Other,FAQ,16/09/2025,2000,2400,2200
Kerala,Thiruvananthapuram,Parassala,Banana,Rasakathai,Medium,16/09/2025,6000,6500,6000
Kerala,Thiruvananthapuram,Parassala,Banana,"Red Banana",Medium,16/09/2025,6500,6800,6500
Kerala,Thiruvananthapuram,Parassala,"Bhindi(Ladies Finger)",Other,FAQ,16/09/2025,5500,6000,5500
Kerala,Thiruvananthapuram,Parassala,Cucumbar(Kheera),Cucumbar,FAQ,16/09/2025,3500,4000,3500
Kerala,Thiruvananthapuram,Vamanapuram,Tomato,Other,Non-FAQ,16/09/2025,3000,3500,3500
Odisha,Dhenkanal,Hindol,"Banana - Green",Other,FAQ,16/09/2025,2700,3000,2800
Odisha,Dhenkanal,Hindol,Potato,Potato,Non-FAQ,16/09/2025,1700,2000,1800
Odisha,Dhenkanal,Hindol,Pumpkin,Pumpkin,FAQ,16/09/2025,2400,2600,2500
Punjab,Amritsar,Rayya,Tomato,Hybrid,FAQ,16/09/2025,4200,4200,4200
Punjab,Hoshiarpur,"Garh Shankar",Apple,Other,Large,16/09/2025,4000,6500,5000
Punjab,Hoshiarpur,"Garh Shankar",Banana,Medium,Medium,16/09/2025,2800,3500,3200
Punjab,Hoshiarpur,"Garh Shankar","Bhindi(Ladies Finger)",Bhindi,FAQ,16/09/2025,2500,3500,3000
Punjab,Hoshiarpur,"Garh Shankar",Brinjal,Other,FAQ,16/09/2025,1800,2500,2300
Punjab,Hoshiarpur,"Garh Shankar",Capsicum,Capsicum,FAQ,16/09/2025,4500,6000,5000
Punjab,Hoshiarpur,"Garh Shankar",Lemon,Other,FAQ,16/09/2025,3000,4000,3500
Punjab,Hoshiarpur,"Garh Shankar",Papaya,Other,Medium,16/09/2025,2500,3500,3000
Punjab,Hoshiarpur,"Garh Shankar",Potato,Other,Non-FAQ,16/09/2025,800,1000,900
Punjab,Hoshiarpur,"Garh Shankar",Tomato,Deshi,Non-FAQ,16/09/2025,1700,2300,2000
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi)",Onion,Other,Non-FAQ,16/09/2025,1500,1800,1700
Punjab,Hoshiarpur,"Tanda Urmur","Bhindi(Ladies Finger)",Other,FAQ,16/09/2025,4000,5000,4500
Punjab,Hoshiarpur,"Tanda Urmur",Cabbage,Other,FAQ,16/09/2025,2500,3000,2800
Punjab,Hoshiarpur,"Tanda Urmur",Cauliflower,Other,FAQ,16/09/2025,4000,5000,4500
Punjab,Ludhiana,Ludhiana,Ashgourd,Other,FAQ,16/09/2025,500,2500,1500
Punjab,Ludhiana,Ludhiana,Cabbage,Other,FAQ,16/09/2025,500,1500,700
Punjab,Ludhiana,Ludhiana,Colacasia,Other,FAQ,16/09/2025,800,1500,1200
Punjab,Ludhiana,Ludhiana,Cucumbar(Kheera),Other,FAQ,16/09/2025,500,2300,1300
Punjab,Ludhiana,Ludhiana,Guava,Other,Medium,16/09/2025,1000,2500,1500
Punjab,Ludhiana,Ludhiana,"Peas Wet",Other,FAQ,16/09/2025,2000,7000,3600
Rajasthan,Ganganagar,"Sriganganagar (F&V)","Green Chilli","Green Chilly",FAQ,16/09/2025,2600,3000,2800
Rajasthan,Ganganagar,"Sriganganagar (F&V)","Green Peas","Green Peas",FAQ,16/09/2025,10300,10700,10500
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Onion,Other,FAQ,16/09/2025,1500,1900,1700
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Pomegranate,Other,Medium,16/09/2025,11800,12200,12000
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Tomato,Other,FAQ,16/09/2025,3300,3700,3500
"Uttar Pradesh",Badaun,Visoli,Maize,Yellow,FAQ,16/09/2025,2000,2030,2000
"Uttar Pradesh",Badaun,Visoli,Potato,Desi,FAQ,16/09/2025,700,700,700
"Uttar Pradesh",Bareilly,Anwala,Onion,Red,FAQ,16/09/2025,1200,1500,1400
"Uttar Pradesh",Bulandshahar,Gulavati,Garlic,Desi,FAQ,16/09/2025,5100,5300,5200
"Uttar Pradesh",Hathras,Shadabad,Potato,Desi,FAQ,16/09/2025,700,800,750
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,"Bhindi(Ladies Finger)",Other,FAQ,16/09/2025,1800,1860,1830
"Uttar Pradesh",Maharajganj,Nautnava,Onion,Red,FAQ,16/09/2025,1100,1500,1200
"Uttar Pradesh",Maharajganj,Nautnava,Potato,Desi,FAQ,16/09/2025,1000,1200,1100
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Apple,Delicious,Medium,16/09/2025,7000,7200,7100
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Banana,Medium,Medium,16/09/2025,1000,1200,1100
"Uttar Pradesh",Shamli,Kairana,"Bhindi(Ladies Finger)",Bhindi,FAQ,16/09/2025,1300,1400,1350
"Uttar Pradesh",Shamli,Kairana,Onion,Red,FAQ,16/09/2025,1300,1400,1350
"Uttar Pradesh",Shamli,Kairana,"Papaya (Raw)","Papaya (Raw)",FAQ,16/09/2025,1900,2000,1950
"West Bengal",Jhargram,Jhargram,Fish,Rahu(Andhra),FAQ,16/09/2025,16400,17000,16800
"West Bengal",Jhargram,Jhargram,Potato,Jyoti,FAQ,16/09/2025,1160,1220,1190
"West Bengal",Jhargram,Jhargram,Rice,Common,FAQ,16/09/2025,3600,4000,3800
"West Bengal",Medinipur(W),Ghatal,"Green Chilli","Green Chilly",FAQ,16/09/2025,8100,8300,8200
"West Bengal",Medinipur(W),Ghatal,Pumpkin,Other,FAQ,16/09/2025,1800,2000,1900
Gujarat,Amreli,Damnagar,Cabbage,Cabbage,FAQ,16/09/2025,650,2050,1400
Gujarat,Amreli,Damnagar,Cauliflower,Cauliflower,FAQ,16/09/2025,3250,4050,3800
Haryana,Bhiwani,Bhiwani,Apple,Apple,Large,16/09/2025,4870,9580,7540
Haryana,Bhiwani,Bhiwani,Chikoos(Sapota),Other,Large,16/09/2025,4102,4410,4210
Haryana,Bhiwani,Bhiwani,Tomato,Tomato,FAQ,16/09/2025,4210,5000,4580
Haryana,Gurgaon,Gurgaon,"Bitter gourd",Other,FAQ,16/09/2025,1500,2500,2000
Kerala,Alappuzha,Harippad,Amphophalus,Other,FAQ,16/09/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,16/09/2025,6000,6500,6000
Kerala,Alappuzha,Harippad,Cauliflower,Other,FAQ,16/09/2025,4000,4500,4000
Kerala,Idukki,"KANTHALOOR VFPCK",Cabbage,Cabbage,FAQ,16/09/2025,1200,1600,1400
Kerala,Kasargod,Manjeswaram,Amaranthus,Amaranthus,FAQ,16/09/2025,5000,7000,6000
Kerala,Kasargod,Manjeswaram,"Bottle gourd","Bottle Gourd",FAQ,16/09/2025,2500,3000,2750
Kerala,Kasargod,Manjeswaram,Brinjal,Brinjal,FAQ,16/09/2025,3000,3400,3200
Kerala,Kasargod,Manjeswaram,"Coconut Seed",Other,FAQ,16/09/2025,8000,8300,8100
Kerala,Kasargod,Manjeswaram,Ginger(Green),"Green Ginger",FAQ,16/09/2025,5000,6000,5500
Kerala,Kasargod,Manjeswaram,"Green Chilli","Green Chilly",FAQ,16/09/2025,5000,7000,6000
Kerala,Kasargod,Manjeswaram,Potato,Other,FAQ,16/09/2025,3000,3600,3300
Kerala,Kasargod,Manjeswaram,Pumpkin,Other,FAQ,16/09/2025,3000,4000,3500
Kerala,Kottayam,Pampady,"Bhindi(Ladies Finger)",Bhindi,FAQ,16/09/2025,3500,5000,4500
Kerala,Kottayam,Pampady,"Bitter gourd","Bitter Gourd",FAQ,16/09/2025,4000,6000,5000
Kerala,Kottayam,Pampady,Cauliflower,Other,FAQ,16/09/2025,3600,4500,4000
Kerala,Kottayam,Pampady,Cowpea(Veg),Other,FAQ,16/09/2025,2500,4000,3500
Kerala,Kottayam,Pampady,Cucumbar(Kheera),Other,FAQ,16/09/2025,3000,4500,4000
Kerala,Kottayam,Pampady,Drumstick,Other,FAQ,16/09/2025,8000,9500,9000
Kerala,Kottayam,Pampady,Potato,Other,FAQ,16/09/2025,3000,4000,3500
Kerala,Kozhikode(Calicut),Mukkom,Cabbage,Cabbage,FAQ,16/09/2025,2800,3200,3000
Kerala,Kozhikode(Calicut),Mukkom,Carrot,Carrot,FAQ,16/09/2025,5000,5500,5200
Kerala,Kozhikode(Calicut),Mukkom,Drumstick,Drumstick,FAQ,16/09/2025,7000,7500,7200
Kerala,Kozhikode(Calicut),Mukkom,Ginger(Green),"Green Ginger",FAQ,16/09/2025,7500,8000,7700
Kerala,Malappuram,Kottakkal,Apple,Other,Large,16/09/2025,9800,10000,9900
Kerala,Malappuram,Kottakkal,Brinjal,Other,FAQ,16/09/2025,1800,2000,1900
Kerala,Malappuram,Kottakkal,Cauliflower,Other,FAQ,16/09/2025,3000,3200,3100
Kerala,Malappuram,Kottakkal,Cucumbar(Kheera),Other,FAQ,16/09/2025,5300,5500,5400
Kerala,Malappuram,Kottakkal,Drumstick,Other,FAQ,16/09/2025,7800,8000,7900
Kerala,Malappuram,Kottakkal,"Green Chilli",Other,FAQ,16/09/2025,6300,6500,6400
Kerala,Malappuram,Kottakkal,Onion,Other,FAQ,16/09/2025,2100,2300,2200
Kerala,Malappuram,Kottakkal,Orange,Other,Large,16/09/2025,8800,9000,8900
Kerala,Malappuram,Kottakkal,Potato,Other,FAQ,16/09/2025,2400,2600,2500
Kerala,Malappuram,Kottakkal,Pumpkin,Other,FAQ,16/09/2025,2600,2800,2700
Kerala,Malappuram,Kottakkal,Tomato,Other,FAQ,16/09/2025,2000,2200,2100
Kerala,Palakad,Koduvayoor,"Bhindi(Ladies Finger)",Other,FAQ,16/09/2025,2400,2800,2600
Kerala,Palakad,Koduvayoor,Brinjal,Other,FAQ,16/09/2025,2400,2800,2600
Kerala,Palakad,Koduvayoor,Carrot,Other,FAQ,16/09/2025,5800,6200,6000
Kerala,Palakad,Koduvayoor,Colacasia,Other,FAQ,16/09/2025,5200,5600,5400
Kerala,Palakad,Koduvayoor,Cucumbar(Kheera),Cucumbar,FAQ,16/09/2025,1600,2000,1800
Kerala,Palakad,Koduvayoor,Onion,Big,FAQ,16/09/2025,1800,2200,2000
Kerala,Palakad,Koduvayoor,"Sweet Potato",Other,FAQ,16/09/2025,2600,3000,2800
Kerala,Palakad,Koduvayoor,Tapioca,Other,FAQ,16/09/2025,2300,2700,2500
Kerala,Pathanamthitta,"Erath  VFPCK",Banana,Robusta,Large,16/09/2025,800,2300,1600
Kerala,Pathanamthitta,"Mezhuveli  VFPCK",Banana,Robusta,Large,16/09/2025,2200,3500,3200
Kerala,Thiruvananthapuram,"PAPPANCHANI VFPCK",Cowpea(Veg),"Bean Barbati",FAQ,16/09/2025,78,80,79
Kerala,Thiruvananthapuram,"PAPPANCHANI VFPCK",Cucumbar(Kheera),Cucumbar,FAQ,16/09/2025,48,50,49
Kerala,Thiruvananthapuram,Parassala,Amaranthus,Amaranthus,FAQ,16/09/2025,6500,6800,6500
Kerala,Thiruvananthapuram,Parassala,Banana,"Nendra Bale",Medium,16/09/2025,5000,5500,5000
Kerala,Thiruvananthapuram,Parassala,Brinjal,Round/Long,FAQ,16/09/2025,4200,4400,4200
Kerala,Thiruvananthapuram,Parassala,Cowpea(Veg),"Cowpea (Veg)",FAQ,16/09/2025,6000,6200,6000
Kerala,Thiruvananthapuram,Parassala,Pineapple,"Pine Apple",Medium,16/09/2025,4500,5000,4500
Kerala,Thiruvananthapuram,Vamanapuram,Banana,Other,Medium,16/09/2025,6500,7000,7000
Kerala,Thiruvananthapuram,Vamanapuram,"Banana - Green",Other,FAQ,16/09/2025,5000,5500,5000
Kerala,Thiruvananthapuram,Vamanapuram,"Bhindi(Ladies Finger)",Other,FAQ,16/09/2025,7500,8000,8000
Kerala,Thiruvananthapuram,Vamanapuram,Brinjal,Other,FAQ,16/09/2025,3000,3500,3000
Kerala,Thiruvananthapuram,Vamanapuram,Cabbage,Cabbage,FAQ,16/09/2025,3500,4000,3500
